,username,full_text
747,RaniSaputri90,Oh udah naik 11 yah Lupa Kmrn di Tempo di blg bocorannya PS akan mengurangi anggaran IKN utk dialihkan ke maksi gratis Ikn kan program Jkw maksi gratis kan program nya dia dewe pasti lbh pentingin program sendiri lah
748,Helmi1038270,Nahhh Di tunggu kebijakan nya N management anggaran nya Infrastruktur kesehatan pendidikan pertahanan ikn maksi gratis Program yg butuh biaya besar Mana yg tidak di subsidi
749,Helmi1038270,Yaa nama nya mimpi berarti lagi tidur Pengen nya indonesia emas program nya ikn n maksi gratis Hahahhaha tidur terus aja jangan bangun2
750,evalvasii,Ya oke aja mau ada ikn tp terlebih hal kaya gini telan biaya banyak tuh sebelumnya bener bener dipikir ga si Apalagi besok katanya ada program maksi gratis blablablabla
751,shotgunputer,bukan IKN bang tp program lain yg heboh pas kampanye IKN aja anggarannya ampe ikutan dicut jg kok
752,Shaby_chan,Nah tuh kan UKT naik gegara uang subsidi dari pemerintah dipotong Kalau aja IKN gak dibuat atau kalau aja Program Makan Siang Gratis gak dipaksain atau bahkan gak korupsi aja kenaikan UKT gak bakal terjadi
753,kukuh_irianto,35 nya buat bangun IKN bayar utang bansos dan makan siang gratis Yg tidak ada di program kampanye sementara minggir dl ya Harus keliatan telati janji kampanye
754,Bud_Cavalera,16T per tahun berati nunggu 30 tahun ikn baru kelar Prabowo jelas lebih memprioritaskan program makan siang gratis ketimbang ikn ini bisa memicu disharmonisasi jokowi dgn Prabowo krn dukungan jokowi pada Prabowo dipilpres salah satunya demi sukses ikn
755,radaraktual,Faisal Basri Minta Anggaran IKN Direlokasi Untuk Program Makan Siang dan Susu Gratis
756,desra281,Siapa bisa jamin IKN akan selesai tepat waktu tdk ada korupsi bahan sesuai standar dan tdk mangkrak sama juga kaya program ini ga ada yg bisa menjamin tapi di usahankan begitu cara berpikir
757,vivayogamauladi,PKS Segera Tentukan Oposisi atau Gabung Prabowo PAN Ingatkan mesti ikut satu visi dan program Prabowo Gibran Misal harus mensukseskan food estate IKN makan siang gratis dan lainnya
758,sin2023chan,Halahdiswasta saja capital expenditure itu harus jelas untuk program apa program pendukungnya utilitasnya dstapalagi utk negara Kalo basis capital expenditure cuma kayak orang ini pantesa terjadi IKN Lkelapa gading kereta cepat ngosngosan operasionalnya
759,ZelinePatricia,Menteri Pariwisata dan Ekonomi Kreatif Menparekraf Sandiaga Uno meluncurkan program BEDAKAN atau Bedah Desain Kemasan untuk mendukung para pelaku UMKM di Ibu Kota Nusantara IKN agar memiliki kemasan produk yang sesuai standar
760,zedtheoneside,Ya gmn salah sendiri terlalu omonomon IKN ttp dibangun makan siang gratis trs mau gratisin UKT kuliah bullshit si kalo ini Belom lagi nanti di rezim dia anggaran pertahanan dinaikin Itu program makan dana besar semua APBN ga mungkin bisa cover kita bukan negara kaya
761,niftendo1,program ikn
762,dsskwln,Last Repost Baru aja denger dari anak Program kalau anggaran tahun depan dipangkas gila dan merupakan anggaran terkecil selama 7 tahun Bahkan pas covid banyak kegiatan dihapus dan uangnya utk menanggulangi covid tahun depan lebih parah IKN oh IKN maksa banget deh
763,Rfadlis1,AniesCak Imin ternyata yg benar dgn program Perubahan Kaji ulang IKN Tapi buzer Prabowo antipati krn melawan berkelanjutannya Jokowi
764,zero_absolutee,Sebenernya yg membebani amp bikin bengkak itu proyek2 mercusuar kyk pembangunan patung sukarno di ikn amp rumah dinas pejabat itu yg menelan milyaran dana Coba itu bs dialihkan ke program yg lebih tepat guna kyk pendidikan tinggi gini
765,OposisiCerdas,Faisal Basri Minta Anggaran IKN Buat Program Makan Siang Gratis
766,mebabytamvan,Kayaknya emang berat sih diperkirakan dana pertahun untuk program makan siang gratis mencapai 500 trilyun klo gak salah Padahal untuk ikn aj masih kembang kempis
767,smartizen_,Faisal Basri Usulkan Anggaran IKN Direlokasi ke Program Makan Siang Gratis Lebih Urgent
768,ikan_mainan,Our country ni emang besar pasak dari pada tiang Alihalih support health education etc lebih bikin IKN dan tetek bengek u simbolis program micin yg ga tau tujuan dan hasil Percum tak bergun Mau dinaikin sampe berapapun kalo udah bocor sana sini ya ga kelar2 masalah
769,rmol_id,Faisal Basri Minta Anggaran IKN Buat Program Makan Siang Gratis
770,thankyoupaman,makin lama makin keliatan ngebet banget negara ini cari pemasukan sebanyakbanyaknya dari sektor mana aja entah buat bayar hutang bangun ikn atau program makan siang gratis
771,Sharctt,omongan ibu tersebut berarti kontradiktif dengan janji presiden terpilih kan lalu buat apa janji palsu hanya untuk kepentingan politik kalau janji tersebut mustahil dilakukan dengan program maksi gratis IKN ditambah janji tersebut serta janji lainnya kira2 apbn defisit ga
772,yahyaasyar42633,kita ga butuh omon2 buktikan aja ga usah bnyk omon2 klo bela WONG CILIK antara lain tlg ntar KRISnya JKW yg barusan hapus BPJS kudu ditinjau n ganti dg PKGUWC Program Kesehatan Gratis Untuk Wong Cilik jg batalkan IKN ganti dg upgrade kota2 bsr saja
773,ronavioleta,Kemarin motoran dari Rembang ke lasem mmg masih banyak rakyat miskin yg rumah nya ada label penerima program keluarga harapan sebagian rumah nya udah aku video in aku share kemarin sambil bandingin dg video rezim yg pamer rumah mewah mentri di ikn
774,gyupuppiy,Ikn sama maksi gratis sama2 program telek
775,CeciliaSuwanda1,Opa dalam hatinya Dana dari mana apa budget IKN ditunda Ini nih kalau program tanpa kajian secara komprehensif asal spontan waktu debat
776,AhmadYa05803019,Bila Prabowo Pindah Ke IKN Baru Bisa Prof DRH ARB Sesuai Yg Dimaksud Sdr Kami Ttpi Jika Tidk Presiden Ada Hak Utk Mencegah Program dan Kebijakan Gubrnya Kmarin Dari Sipil Skrg Militer Tentu Beda KeTegasanya Demikian
777,timpenguinnas,Belum dilantik tapi program Makan Siang amp Susu Gratis ini aja udah banyak polemik Dari segi anggaran sumber anggaran bahan baku operasional distribusi dll Bahkan terancam gabisa diterapkan sesuai janji saat kampanye kemarin Dan katanya bikin pembangunan IKN era
778,yulia_utami01,sehat sehat bapak berdua kawal program prabowogibran yg amburadul itu sampai hari ini program makan siang dan susu gratis gak tau dapat anggaran dari mana 1 tahun 500an triliun kita bisa buat 5 IKN lagi dg anggaran itu
779,Oktaviana9111,IKN mampu memberikan sumbangsih yang sangat vital sebagai basis pemetaan program kesejahteraan sosial bagi seluruh warga yang tinggal di wilayah Ibu Kota Negara Nusantara
780,VanessaPadmana7,IKN mampu memberikan sumbangsih yang sangat vital sebagai basis pemetaan program kesejahteraan sosial bagi seluruh warga yang tinggal di wilayah Ibu Kota Negara Nusantara
781,Inggridv112,IKN mampu memberikan sumbangsih yang sangat vital sebagai basis pemetaan program kesejahteraan sosial bagi seluruh warga yang tinggal di wilayah Ibu Kota Negara Nusantara
782,BarronIndra,IKN mampu memberikan sumbangsih yang sangat vital sebagai basis pemetaan program kesejahteraan sosial bagi seluruh warga yang tinggal di wilayah Ibu Kota Negara Nusantara
783,Fatimah81819162,Lagi2 Program Kontroversial pasca Program IKN Omnibuslaw KCIC makan siang gratis food estate ectTtg BPJS yang jdi pertanyaan Apa bedanya peserta BPJS 160k dan 50k Bisa2 semua peserta ambil yg 50k
784,Dogelkarya76_82,IKN Ibu kota Nusantara Proyek tanpa kajian yang Serius begitu cepat di SAHkan Ada agenda apa Ambisi Legacy Pribadi atau Bener Program Bangsa amp Negara Ada apa dengan Anggota Dewan Yth
785,Rahadi240987455,Bukan hanya tidak mau ngantor di IKN makan siang gratis dan mayoritas janji kampanye mangkrak namun dia akan banyak copy paste amp modify program AMIN
786,mikcucu22,Btw wowo mulai ogahogahan tu pindah k IKN belum lgi program makan siang gratis yg gak ada pos anggarannya Kyknya IKN bakal jadi program yg kena potong anggaran wkwkwkk
787,AchsanKhan,Memang sangat aneh seandainya berita diundangnya petani RRC ke IKN bukan Hoax Jangan semenamena deh karena punya kekuasaan dan didukung oleh legislatif amp yudikatifnya Program pemerintah harus sesuai oleh keinginan rakyatnya atau jangan2 ini pemerintahan bukan dari rakyatnya
788,deviharahap__,Interview pertama Pak Prabowo setelah memenangkan pemilu bersama media asing AlJazeera English Berbicara terkait perjalanan kampanye politik program makan siang gratis situasi demokrasi konflik Papua terlihat emosi kebijakan IKN foreign influence dll
789,Alocasiaa,Demi ambisi IKN dan program makan gratis
790,PIUL_weld,Klo program kebijakana menguntungkan buat masyarakat banyak masa iya di ganggu yang bakal di ganggu itu kan klo kebijakana hanya menyentuh atau menguntungkan kelompok tertentu IKN misala apa rakyat Papua ikut merasakan dan banyak lg kebijakan yg ga menguntungkan RAKYAT
791,KhuzaimiEm19733,Dan prabowo akan prioritaskan makan siang gratis timbang melanjutkan iknkarena bukan program dia
792,DeeCow2,Ikn apa buat program makan siang gretong atau buat rumah menteri yg di ikn yg masih di komenin krn blm kliatan wah
793,Alamalika,Terus udah kebayang dong gimana nasib IKN ke depan Dari sisi finansial sampai sekarang belum ada investor LN yg masuk Apalagi program andalan pak gemoy yg berjudul makan siang gratis itu bakal amat sangat menguras APBN Emang masih ada ruang fiskal yg memadai buat IKN
794,Nan4_ecia,IKN mampu memberikan sumbangsih yang sangat vital sebagai basis pemetaan program kesejahteraan sosial bagi seluruh warga yang tinggal di wilayah Ibu Kota Negara Nusantara
795,KhuzaimiEm19733,Ya jelaslahikn kan program jokowikalau makan gratis kan program prabowotentunya jalanin program sendiri dong
796,sitititikoma,Kl baca2 itu utk memorial park jg kak tp blm lama baca brita ini ya mendidih jg jadinya Apalg presiden si eksekutor IKN yg skrg ada di blkg presiden berikutnya yg punya program mkn siang gratis
797,IMachjar,Apalagi Prabowo utk biaya maksi gratis juga masih bingung dr mana dananya belum biaya IKN belum hutang yg menggunung hilirisasi sasi Prabowo kelanjutan Jokowi negara ku akan lebih ancur01 menawarkan program yg bagus kalah sama bansos yg sifatnya sementara
798,JJhonpres,Selesai Di Lantik Di Seret Ke Penjara Bersamaan Dengan Kenapa Karena Program IKN Tidak Di Lanjutkan Oleh Prabowo
799,april_file,Jujur menurutku emg ibukota perlu pindah karna memang jakarta udah rawan tenggelam berharap juga ibukota pindah tuh bisa bikin pembangunan disana ikut merata tp tbh program IKN ini ku udah gk sreg semenjak pake nama Nusantara why gk namain sesuai nama lokasinya aja
800,wonupogung,Yang dikhawatirkan adalah ketika skema kbpu dan investasi swasta tidak menutup target yang telah diperhitungkan negara justru akan menambah beban APBN dan berpeluang memotong kuota anggaran sektor lain yang juga ugent 3 Program IKN pake dana PEN pemulihan ekonomi
801,wonupogung,Sependek pemahamanku yg belajar public policy kenapa IKN mubazir As we know IKN program jangka panjang Tetapi ada beberapa masalah penganggaran yang ternyata jadi hambatan buat IKN 1 Anggaran total IKN 466 T APBN 89 4T KBPU 253 4T invest asingswasta 123 T
802,aiknaoo,IKN masih mending kayanya potensi korupsinya dibandingkan program makan siang gratis Soalnya tuh program kalo dijalankan 100 membutuhkan dana tahunan yg sama dengan total keseluruhan pembangunan IKN Gila bgt
803,ipustakaa,Membangun 40 kota setara dengan Jakarta lebih bagus daripada program IKN
804,lusikhulusiniah,Sudah dihitung belum dampak ke anggarannya Skr aja program makan gratis n IKN juga masih gaje Mana rupiah turun terus bayar utangnya bapaknya wapres baru pasti makin berat Etapi yg penting mentri dapet rumah mewah baru ya
805,txtdarimahli,program pembangunan IKN beneran pemerataan lanjutkan merusak lingkungan demi pembangunan yang berkelanjutan kota metropolitanpenyanggakecil gausa dibangun yang penting bangun kota dari 0
806,Na_Jiesya,Pemerataan pembangunan Sarang korupsi Emang semua program dinegara ini gak sarang korupsi Kalo IKN berhenti ditengah jalan gini justru ini yg mubazir Dikira sedikit dana yg udah masuk kesana Simalakama sih dilanjutin berat gak dilanjut rugi Well whatever
807,dx_flwrs,WKWKWKWK IKN PROGRAM JELEKK DISABILITAS AJA MASIH GAK DAPAT HAK MEREKA SOK SOKAN BIKIN PATUNG
808,ClaraPurwokerto,IKN tuh K nya kntol Titik Atau bahkan bisa dibilang program mercusuar jaman jokntol semuanya tolol bajingan ngtntttt duit emak bapak gua brengsekk sampe harus berhemat demi berangkat haji yang bahkan Lo komersialisasi dengan bngsat itu
809,luluudisinii,Menurutku ga terlalu penting masih bisa dialihkan dananya ke program lain Atau klo emang mau pembangunan ya ratain aja ke seluruh indo adain perbaikan di infrastruktur yg pada rusak2 itu Ijoin lagi hutan yg gundul bisa dapet berapa bibit maintenance itu IKN klo dirupiahin
810,amelattee,Sebenernya program ikn lumayan sih menurutku ya makesense lah buat pemerataan Tapi anggarannya tu too much Sebenernya bisa lebih dipres kyk rumah mentri gtu bisa dikurangin lah duitnya Skrng posisinya anggarannya terlalu gede Emang perlu dikaji kembali ini proyek
811,yusufakkah,Ga perlu jdi pinter buat tau kalo ikn adlh program tolol alias duit pajak lu semua buat bikin rumah menteri jirrr
812,Anantya224,Proyek IKN itu nirempati dengan kondisi ekonomi mayoritas masyarakat Indonesia dan program makan siang gratis itu program jelek tidak tepat sasaran yang bertujuan untuk memelihara kemiskinan struktural agar suara rakyat dapat dibeli dengan bansosuang untuk kepentingan oligarki
813,jl_mnx,IKN itu bukan Indonesia kan Kalo beneran Indonesia harusnya uang 335M bisa dipake buat bikin program yg lebih menyejahterakan rakyat tp bukan bansos Korupsi dikit gpp tapi serius bantuin warga tertinggal OKNUM TNI lu noh ngonten demi bisa ngasi sembako ke warga
814,noahhawiey,mjb mau nanya kak kalo misalnya dibanding anggeplah program paslon sebelah yang katanya mau bikin 40 kota jadi setara jakarta lebih untung mana buat anak teknik tetep IKN kah
815,habibnurh,Sebenernya IKN ini program pemerataan apa program pemborosan
816,chickenhainan,IKN program yang menelam biaya fantatis tanpa riset yang matang dan dibangun bukan karena urgensi IKN hanya menguntungkan orang tertentu saja yang dapat jatah untuk menetap disana dengan fasilitas mewah seperti vidio yang beredar IKN dibangun di wilayah yang sebenarnya
817,L90_ID,Gw yg jawab bang kemungkinan bisa diminimalisir dampaknya salah satunya dengan mensubstitusi program yg gk terlalu penting seperti makan siang gratis atau pembangunan area mewah ikn ganti dengan memperbanyak kota selevel Jakarta Efek nya apa Pemerataan lokasi pekerja
818,nneiva_,Lah kan ukt kalian naik nnti sebagian dananya buat menjadikan kalian donatur no1 program makan gratis presiden selanjutnya Harusnya seneng amp bangga dong Trus lo pikir bangun IKN pake duit siapa Krn kalian kebanyakan blm wajib bayar pajak Ya dari ukt lahh
819,SoftCheekis,Setuju sih kecuali IKN itu dibuat waktu semua provinsi ataupun kota sampe desa desa kecilnya udah gak ada kekurangan Inikan program pakai uang banyak yah dan sampe pejabat dapet rumah gitu tuh apa gak malu kalau masih liat daerah yang kekurangan fasilitas
820,kybann,ada kemungkinan memang akan mubazir dan tidak mubazir tapi lebih memungkinkan mubazir yg membuat berat adalah program presiden terpilih menginginkan makan siang gratis yg tentu saja supply nya tidak semurah yang di pikirkan mentok mentok pengeluarannya gak beda jauh dengan IKN
821,kem__banG,bahkan prabovo aja ga sreg sama ikn dia kemarin dukung biar dapet full endorse jokovi udah mau menjabat pusing juga soalnya dia sendiri punya hutang program makan siang
822,rayhan_yuda_pra,IKN adalah program PKI yang didukung langsung oleh RRC
823,Elon_Bunnies,Bukti adanya tembok Berlin diantara pihak pemerintah dan rakyat Ketika program tidak dikupas dikaji dan dipublikasi maka hanya akan menjadi ladang basah bagi koruptor Kasus ini mirip dengan Food estate dan IKN Komunikasi nya gak ada dan hanya berprinsip jalanin aja dulu
824,gingermochipie,lebih mudah bangun rumah mewah untuk menteri di IKN ya daripada program makan siang gratis
825,faizfaizrahman,Simpel kalau mau dibandingkan dengan program roket antariksa IKN bisa dapat akselerasi karena dirasa jauh lebih urgen daripada proyek roketroketan
826,KissMyASsdud3,Sementara itu lanjut dia PKS juga terbuka menolak program strategis Presiden Joko Widodo seperti IKN Gerindra
830,Bud_Cavalera,Soedrajat Djiwandono abang ipar Prabowo yg juga mantan napi blbi pernah mengatakan program makan siang gratis lebih penting dari pada proyek ikn jangan2 dia yg dimaksud Luhut sebagai toxic
831,BIRO_SDM_BABEL,Dalam Rangka mlnjtkn Program Byond Trust Presisi TW II Tahun Anggaran 2024 Mabes Polri kmbli mlksnkan forum Belajar Bersama dlm rangka Kesiapan Polri yang akan di tugaskan di Ibu Kota Negara IKN giat ini diikuti oleh Satker Mabes Polri Polda Polres dan Polsek Jajaran
832,fkhrddnhnf,Big government berbagai program boros anggaram IKN makan siang gratis dan alutsista lom lagi berbagai jabatan turunannyaposisi baru yang harus dilengkapin privilesenya Duit dari mana kh
833,Jojobetako2,Mirip program makan siang gratis dimana gemanya doank yg nyaring hasilnya minim Gimana mau menghasilkan dokter spesialis yg banyak lah kuotanya aja baru 38Hrs nya PPDS itu gratis tanpa kontrak2an drpd dihambur2kan uang utk proyek2 ngak jelas seperti kreta cepat bangkrut amp IKN
834,AlfianoChairy,Prioritas mana pak antara pemerataan sarana pendidikan fasilitas kesehatan peningkatan ekonomi kerakyatan dibanding program monumental IKN dg anggaran yg sangat besar
835,SinthaS5,Ciriciri orang toxic dalam pemerintahan yang disebut Pak Luhut ditafsirkan oleh Mas sebagai mereka yg tak mendukung slogan keberlanjutan dan dikhawatirkan akan menghambat berbagai program prioritas hilirisasi IKN dll
836,KNistro71676,Alhamdulillaah Sudah saatnya semua subsidi harus dicabut dan pajak naik Percepat bangun IKN dan program makan siang gratis Naikkan gaji pejabat Bangga atas bakti kami sebagai anak bangsa
837,hirziee,Makanya 5 tahun siap2 untuk menjawab IKN gak da investor Kereta cepat rugi TOL Sepi Hilirisasi ugal2an Blm program Makan siang Kedokteran 01 akan selalu kritik semuanya di 5 tahun mendatang 01 tidak perlu melakukan karena bukan dikekuasaan 02 wajib jelaskan
838,kompascom,Kepala Bappenas Suharso Monoarfa membeberkan program pembangunan IKN tahap I yang sudah mencapai 80 82 persen
839,upi_lawas,Ada program KKN ke IKN
840,Muslim_AntiPKI9,Bukti bahwa IKN Cuma Program UNFAEDAH Bahkan MERUSAK KEINDONESIAAN BELOM PERNAH DENGERKAN KALO JOKOWI amp DINASTI NYA MAU TINGGAL DI IKN
841,gandasuli125,Ya Bingung krnga punya Prinsip dantdk sejalan dg program Pemerintah menolak IKN
842,MochammadChusen,Ikn oh ikn program bikin APBN boncos ratusan T Padahal bisa dipake bangun jaringan kereta se Indonesia
843,R_min80,Banyak program berdana besar yg sukses dilakukan indonesia pemberian perlinsos dana desa privatisasi dan nasionalisasi perusahaan yg dulu didominasi asing dll IKN itu pembangunan jangka panjang jika butuh 500T dlm 20 th rata2 butuh APBN 25T dr hampir 2500T APBN kita Its ok
844,jari_droid,Capres dan cawapresPrabowoGibran berjanji untuk melanjutkan pembangunan IKN yang dimulai pada era pemerintahan Presiden Jokowi PrabowoGibran berkomitmen untuk meneruskan proyek ini sebagai bagian dari program prioritas nasionalnya
845,jari_droid,Kalau pak menunda pembangunan IKN artinya berkhianat atas janjinya melanjutkan program pak Makan Siang Gratis dan l Bangun IKN sama2 penting
846,fauzisubhan09,Coba sedikit berfikir tampilan sederhana tapi program program dia Ambisius IKN Kereta Cepat tol tololan tak peduli nasib rakyat kedepan Hutang negara karena ambisi dia sungguh tidak sederhana
847,gempolgrow25320,Untuk menarik investor dari luar negeri memberi kesan ind sedang baik saja tanpa investor dari luar ikn dan program keberlanjutan akan jalan ditempat
848,WaIIacea,Dan IKN dialokasikan hanya 40T kok om nggak ada 10 nya dari dana pendidikan dalam satu tahun Kalau menurut saya praktek korupsi mulai dari bendahara sekolah kepsek sampai dinas itu harus diberesin Makanya saya pesimis program makan siang gratis kalau oknum korup masih bebas
849,lainofar,di ikn ada tj terbang entar mobil terbang kan katanya jd program unggulan
850,wangkyberdikari,Suarakan gagasan parkir gratis untuk para calon kepala daerah kasih ide program yg bisa kurangi beban hidup masyarakat terus gimana nasib kang parkir masih banyak rejeki lainnya lebih terhormat gak ganggu masyarakat jadi ojol jadi kuli proyek di IKN dll
851,AH_SiregarXIX,Alasannya dibuat macam2 padahal intinya APBN sdh tak sanggup menanggung beban subsidi dan bunga hutang krn hutang kita yg kian membumbung ditambah proyek IKN yg sangat menguras APBN Diperberat lagi dgn program makan gratis Ujung2nya rakyat yg diperas
852,Marsell_Wawo,Kita hrs sadar bhw kita ini negara yg sedang berkembang Cita2 Indonesia emas tahun 2045 boleh saja tapi harus realistis Jumlah petani gurem 17 jutaan Sdh gurem masih tradisionil Tidak ada program mekanisasi amp intensifikasi yg menjadi keharusan Kita lebih penting urus IKN
853,rakabuning,Ibukota pindah IKN menggagalkan program cuci otak warga ibu kota dan sekitar Fekaes harus mulai dari awal cuci otak warga kaltim
854,dancersejati07,Mana yg bener Rocky G Prabowo tdk melanjutkn IKN Prabowo IKN Program unggulan IKN itu program genosida pribumi 27 April 2024 Proyek IKN Tetap Jadi Prioritas PrabowoGibran TKN Pastikan 8 Program Unggulan Masuk RAPBN 2025
855,comengism,kalo menolak IKN itukan platform partai program kerja saat kampanye sebelum pemilihan tapi kalau rakyat banyak maunya memutuskan pilihan kepada pemimpin yang punya program memindahkan IKN ya apa boleh buat PKS otomatis harus mendukung keputusan rakyat Gitu aja ga bisa mikir
856,ndialamsyah,Ada hubungannya gak dengan 1 Ngejar pembangunan IKN 2 Naekin gaji pejabat 3 Program makan siang gratis 4 Dikejar debt colector karena utang 5 Judol dan pinjol yang makin marak karena wasit ikut maen
857,jari_droid,Untuk pilpres 2029 jangan sampai terjadi lagi seperti pendukung 01 merasa capres dan pendukungnya paling islam padahal ketiga capres semua muslim Tahun 2029 adu program saja Kemarin saya tidak pilih anies karena dia mau mbatalkan IKN dan jalan tol
858,ndialamsyah,4 faktor 1 Ngejar IKN 2 Program makan gratis 3 Naikin gaji pejabat 4 Bayar utang Akhirnya pada naik
859,Leeolanq,REBUTAN ANGGARAN IKN DAN PROGRAM MAKAN GRATIS JADI POTENSI KISRUH JOKOWI DENGAN PRABOWO
860,dinartika,Hari ini ngikutin Musrenbang Prov Kaltim Menarik karena IKN udh di depan mata dan kita bisa ngelihat sebenernya sejauh mana persiapan provinsi dan apaapa program yang disiapkan hingga 2045 ke depan Termasuk gimana peran OIKN Kemendagri dan Bappenas dalam support utk Kaltim
861,MKrenthil,Lah IKN kan program sampai 2040 to klo LOI dr kemarin dah ada kembali soal apel klo menurutku ini mah soal slg gertak soal pelarangan eks nikel mentah krn industri yg menggunakan bahan logam butuh banyak dan banget soal itu termasuk otomotif
862,medcom_id,Industri kendaraan listrik telah memainkan peran sentral dalam membentuk konsep green mobility di Indonesia dan Ibu Kota Nusantara IKN Hal ini untuk mendukung program pemerintah mencapai Net Zero Emission 2060
863,cuuppyy,Program maksi gratis IKN infrastruktur lanjut kcuali ada yg dikorbanin salah satu buat bansos Oya pns jg nambah dan tenaga p3k pemerintah jg nambah
864,Kenikir27,PKS aneh Menolak IKN mengkritik program makan siang gratis belum lagi banyak kadernya yang menyerang PrabowoGibran eehhminta gabung
865,Kemenparekraf,Program paling berkelas Kemenparekraf ajak para pelaku UMKM di Ibu Kota Nusantara IKN naik level melalui program Bedah Desain Kemasan BEDAKAN Melalui program ini para UMKM telah melalui proses seleksi kurasi dan pelatihan terkait peningkatan kualitas
866,Hermosavida_me,Jadi menurut dia IKN itu program pemerataan
867,AgusPrasodjo2,Lha iya ta coba seandainya Anies yg jadi mau kayak apa program hilirisasi IKN dll yg sdh jalan hrs stop Yg untung antek2 barat bisa impor bahan2 mentah dll
868,JackStorus,IKN dan Program Makan Siang adalah resep sempurna yg akan membuat negara kita kedalam jurang utang dan krisis fiskal
869,pupukkaltim_id,PKT telah menanam 2500 bibit pohon yang dilakukan di dua lokasi yaitu kawasan IKN Sungai Seluang di Samboja Kutai Kartanegara sebanyak 1600 bibit dan di sekitar Pupuk Kaltim sebanyak 900 bibit dengan tema Kartini Bertani Program ini merupakan bagian dari inisiatif
870,elprukun,Wamendes PDTT menghadiri kegiatan Program Pendidikan Reguler Angkatan PPRA LXVI tahun 2024 dengan tema implementasi kebijakan IKN dalam perspektif Sistem Menejemen Nasional Sismennas di Jakarta pada Rabu 174
871,siTaatPajak,Yakin itu program hilih hilih fakultas kedokteran sm IKN jalan PR amp utang aja sebanyak ini
872,dancersejati07,Mana yang bener Rocky Gerung Prabowo tidak melanjutkan IKN Prabowo IKN Program unggulan Padahal genosida pribumi 27 April 2024 Proyek IKN Tetap Jadi Prioritas PrabowoGibran TKN Pastikan 8 Program Unggulan Masuk RAPBN 2025
873,DanielSagi1,Ya ga perlu2 bgtt mmg ini termasuk program jkw konyol kreta cepat sgt perlu tp klo masih negara berkembang terlebih ada nya IKN ya rugi klo soal IKN sih se7 klo kreta cpt ini mmg aduh ngapain blm waktunya klo sdh jd kayak SGP sih gpp dibuat
874,dancersejati07,Rezim genosida dilanjutkan oleh rezim pembunuh Program unggulan isinya genosida pribumi dan hadirkan RRC Proyek IKN Tetap Jadi Prioritas PrabowoGibran TKN Pastikan 8 Program Unggulan Masuk RAPBN 2025
875,TrioKwekKwek555,Rezim genosida dilanjutkan oleh rezim pembunuh Program unggulan isinya genosida pribumi dan hadirkan RRC Proyek IKN Tetap Jadi Prioritas PrabowoGibran TKN Pastikan 8 Program Unggulan Masuk RAPBN 2025
876,Arin194,Dibalik semua tindakan mereka ini ada biaya pembangunan IKN yang memerlukan banyak anggaran dan ketambahan lagi untuk mempersiapkan program makan siang gratis Wahai rakyat Indonesia tolong lah untuk memaklumi semua aturan ini Demikian sabda dari penguasa
877,ClimbingGuy3000,emang APBN nya cukup dengan program makan gratis IKN sm dana desa 5m perdesa aja uda bikin boncos APBN
878,yasri1441,Debat capres adu program bukan adu ayam rakyat dan aparat negara nonton langsung yang memilih rakyat Indonesia dari seluruh pelosok desa sabang sampai merauke bukan elit politik dan bagong di pusat mkx IKN wajib hukumnya pindah
879,tempodotco,Proyek IKN Tetap Jadi Prioritas PrabowoGibran TKN Pastikan 8 Program Unggulan Masuk RAPBN 2025
880,romoatheist,Dear Apa serius ingin kerjasama dg melanjutkan program Koalisi Indonesia Maju Jangan sampai klaim bergabung tapi menyusupkan ide perubahan menolak IKN menolak Hilirisasi program makan siang gratis
881,marshelMARDINA1,Salah satunya meLANJUTkan PROGRAM IKN AGAR BISA SELESAI diMASA Presiden dan WAKILnya
882,Ranger_pink21,Otorita IKN memastikan program perbaikan dan pembangunan infrastruktur desa menurut dia sebagai program infrastruktur Kota Nusantara
883,Ranger_pink21,Otorita IKN memastikan program perbaikan dan pembangunan infrastruktur desa menurut dia sebagai program infrastruktur Kota Nusantara
884,16resistance,dikasih program majuin pendidikan drpada bikin ikn malah milih makan siang gratis sdm rendah ga
885,yahyaasyar42633,krn itu mmg program yg GA MASUK AKAL MUBAZIR GA FAIDAH n sekedar OK GAS OK GAS JOGET GEMOY aja ga usah dievaluasi tapi diBATALkan n berani dialihkan ke program2 yg bermanfaat u pendidikan n kesejahteraan guru sekalian evaluasi baca BATALKAN juga program lanjutkan IKN itu
886,yumekuisyojyo,mahal bgt mending uangnya buat bangun IKN dan program makan siang prabroro
887,DwiDian15986493,Pembangunan IKN sesuai dengan rencana program untuk wujudkan net zero emision pada 2045
888,jari_droid,NasDem ke Anies soal PKS Tolak Halus Maju Pilgub DKI Kontemplasi Saja Dulu Besok2 kalau bikin program jangan asal beda dg jokowi Mosok sih IKN mau dibatalkan dan jalan tol mau dihentikan pembangunannya Program bodoh ngga bakal diterima rakyat
889,ZelinePatricia,Kementerian Pekerja Umum dan Perumahan Rakyat PUPR melaluui Direktorat Perumahan Rakyat menegaskan pembangunan Ibu Kota Nusantara IKN Kalimantan Timur sesuai dengan rencana program mewujudkan net zero emision pada 2045
890,kellytiemikino,Pembangunan IKN Nusantara sesuai dengan rencana program mewujudkan Net Zero Emision pada 2045
